Order ID,Order Status,Warehouse Code,Order Place Date,Required Ship Date,Ship Method,Ship Method Code,Ship To Name,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship To City,Ship To State,Ship To ZIP Code,Ship To Country,Phone Number,Is it Gift?,Item Cost,SKU,ASIN,Item Title,Item Quantity,Gift Message,Tracking ID,Shipped Date
Ucj3xwB2t,SHIPPED,EIHR,"5 Mar, 2024 8:47:52 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz143,hill station 143,Madhali Ali,,city 143,state 143,415804,IN,8826030505,No,₹100.00 ,SKU0001,B0ZFGJJF8T143,Product 143,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UngFxJB3t,SHIPPED,EIHR,"5 Mar, 2024 9:18:00 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz144,hill station 144,"Opp. Audi Car Showroom, Rajkot-Ahmedabad Highway",,city 144,state 144,360003,IN,9.17874E+11,No,₹100.00 ,SKU0001,B0ZFGJJF8T144,Product 144,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
U6Nsr3Btt,SHIPPED,EIHR,"5 Mar, 2024 9:38:22 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz145,hill station 145,Maya Enclave,,city 145,state 145,110064,IN,9811308817,No,₹100.00 ,SKU0001,B0ZFGJJF8T145,Product 145,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UGym3YB1t,SHIPPED,EIHR,"5 Mar, 2024 10:14:15 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz146,hill station 146,Karan nagar,,city 146,state 146,190001,IN,9596472907,No,₹100.00 ,SKU0001,B0ZFGJJF8T146,Product 146,4,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UGBGnMB4t,SHIPPED,EIHR,"5 Mar, 2024 10:45:24 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz147,hill station 147,Kunal Icon Road Pimple Saudagar,,city 147,state 147,411027,IN,9975488001,No,₹100.00 ,SKU0001,B0ZFGJJF8T147,Product 147,1,,2.05931E+11,"5 Mar, 2024 11:57:26 AM IST"
UwqZtKBHt,SHIPPED,EIHR,"5 Mar, 2024 10:55:50 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz148,hill station 148,"Near Holi Chowk, Meerpur, Rewari 122502",,city 148,state 148,122502,IN,9518428208,No,₹100.00 ,SKU0001,B0ZFGJJF8T148,Product 148,1,,3.40062E+11,"5 Mar, 2024 11:57:26 AM IST"
UGqMPVBVt,SHIPPED,EIHR,"5 Mar, 2024 10:54:08 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz149,hill station 149,Gachibowli,,city 149,state 149,500084,IN,8500271000,No,₹100.00 ,SKU0001,B0ZFGJJF8T149,Product 149,1,,2.05931E+11,"5 Mar, 2024 11:57:26 AM IST"
Uc2kP5BJt,SHIPPED,EIHR,"5 Mar, 2024 11:06:47 AM IST","5 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz150,hill station 150,Alkapur Township,,city 150,state 150,500089,IN,7411868297,No,₹100.00 ,SKU0001,B0ZFGJJF8T150,Product 150,1,,2.05931E+11,"5 Mar, 2024 11:57:26 AM IST"
UJqgdlBZt,SHIPPED,EIHR,"5 Mar, 2024 12:02:32 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz151,hill station 151,chromepet,,city 151,state 151,600044,IN,8072043596,No,₹100.00 ,SKU0001,B0ZFGJJF8T151,Product 151,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U3rr8JBct,SHIPPED,EIHR,"5 Mar, 2024 2:48:41 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz152,hill station 152,"Dangi colony , Ground floor,Vivenda mendis apartment",,city 152,state 152,403507,IN,9405220805,No,₹100.00 ,SKU0001,B0ZFGJJF8T152,Product 152,2,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UNwJmcBkt,SHIPPED,EIHR,"5 Mar, 2024 3:46:16 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz153,hill station 153,"Peerzadiguda, Uppal",,city 153,state 153,500039,IN,9640804421,No,₹100.00 ,SKU0001,B0ZFGJJF8T153,Product 153,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UJF7gdB3t,SHIPPED,EIHR,"5 Mar, 2024 4:14:03 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz154,hill station 154,Master Ramdhan wali gali.,,city 154,state 154,110036,IN,8800503215,No,₹100.00 ,SKU0001,B0ZFGJJF8T154,Product 154,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UXsPhRBwt,SHIPPED,EIHR,"5 Mar, 2024 4:21:33 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz155,hill station 155,Dapode,,city 155,state 155,421302,IN,7977532126,No,₹100.00 ,SKU0001,B0ZFGJJF8T155,Product 155,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U1S2kFgZt,SHIPPED,EIHR,"5 Mar, 2024 4:34:57 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz156,hill station 156,Beheramal,,city 156,state 156,768201,IN,7008144833,No,₹100.00 ,SKU0001,B0ZFGJJF8T156,Product 156,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U6S7fcBVt,SHIPPED,EIHR,"5 Mar, 2024 4:42:43 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz157,hill station 157,"Friends enclave,west cabin block, mundka",,city 157,state 157,110041,IN,7359247988,No,₹100.00 ,SKU0001,B0ZFGJJF8T157,Product 157,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UwYk4Bg4t,SHIPPED,EIHR,"5 Mar, 2024 6:56:03 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz158,hill station 158,Rajshree Medical Research Institute,,city 158,state 158,243501,IN,9560531231,No,₹100.00 ,SKU0001,B0ZFGJJF8T158,Product 158,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U3nZDWgYt,SHIPPED,EIHR,"5 Mar, 2024 7:31:01 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz159,hill station 159,Sanath Nagar,,city 159,state 159,500018,IN,9849043444,No,₹100.00 ,SKU0001,B0ZFGJJF8T159,Product 159,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U6wx2LgJt,SHIPPED,EIHR,"5 Mar, 2024 8:17:50 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz160,hill station 160,Hyderpora Bye Pass,,city 160,state 160,190014,IN,9818412236,No,₹100.00 ,SKU0001,B0ZFGJJF8T160,Product 160,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
Uc9Yvdgct,SHIPPED,EIHR,"5 Mar, 2024 9:08:42 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz161,hill station 161,GAIL VIHAR SECTOR 23 NOIDA,,city 161,state 161,201301,IN,9318309772,No,₹100.00 ,SKU0001,B0ZFGJJF8T161,Product 161,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UX6vvwgst,SHIPPED,EIHR,"5 Mar, 2024 9:29:18 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz162,hill station 162,GB Pant University of Agriculture and Technology,,city 162,state 162,263145,IN,7060157555,No,₹100.00 ,SKU0001,B0ZFGJJF8T162,Product 162,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U3PFJBgmt,SHIPPED,EIHR,"5 Mar, 2024 10:45:10 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz163,hill station 163,Ujan Abhoynagar,,city 163,state 163,799005,IN,9436134015,No,₹100.00 ,SKU0001,B0ZFGJJF8T163,Product 163,1,,3.4012E+11,"8 Mar, 2024 11:33:59 AM IST"
U6pTJNgPt,SHIPPED,EIHR,"5 Mar, 2024 10:59:37 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz164,hill station 164,"near bharat cancer hospital, saroli,Puna-kumbhariya road",,city 164,state 164,395010,IN,8141385540,No,₹100.00 ,SKU0001,B0ZFGJJF8T164,Product 164,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U3VC3bgst,SHIPPED,EIHR,"5 Mar, 2024 10:59:37 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz165,hill station 165,"Viddya Nagari,Deopur",,city 165,state 165,424005,IN,8329788344,No,₹100.00 ,SKU0001,B0ZFGJJF8T165,Product 165,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U1SX35g4t,SHIPPED,EIHR,"5 Mar, 2024 11:22:19 PM IST","6 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz166,hill station 166,"Amrik Singh Road,",,city 166,state 166,151001,IN,9872852000,No,₹100.00 ,SKU0001,B0ZFGJJF8T166,Product 166,1,,1.59781E+11,"6 Mar, 2024 11:27:42 AM IST"
UcTW6XgKt,SHIPPED,EIHR,"6 Mar, 2024 1:20:42 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz167,hill station 167,Bagh Dilkusha bhopal MP,,city 167,state 167,462023,IN,8319217411,No,₹100.00 ,SKU0001,B0ZFGJJF8T167,Product 167,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UN7TZygQt,SHIPPED,EIHR,"6 Mar, 2024 4:55:51 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz168,hill station 168,"teachers colony, Trimulgherry",,city 168,state 168,500015,IN,8499019954,No,₹100.00 ,SKU0001,B0ZFGJJF8T168,Product 168,1,,2.05933E+11,"6 Mar, 2024 11:27:42 AM IST"
U3dZNj8Zt,SHIPPED,EIHR,"6 Mar, 2024 8:14:09 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz169,hill station 169,Vanagaram Chennai,,city 169,state 169,600095,IN,9445209511,No,₹100.00 ,SKU0001,B0ZFGJJF8T169,Product 169,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UcsfN38rt,SHIPPED,EIHR,"6 Mar, 2024 8:20:57 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz170,hill station 170,"Kakateeya Hills, Madhapur",,city 170,state 170,500081,IN,7799883266,No,₹100.00 ,SKU0001,B0ZFGJJF8T170,Product 170,1,,2.05933E+11,"6 Mar, 2024 11:27:42 AM IST"
UgcZjdg1t,SHIPPED,EIHR,"6 Mar, 2024 8:35:42 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz171,hill station 171,Bandra West,,city 171,state 171,400050,IN,8779658325,No,₹100.00 ,SKU0001,B0ZFGJJF8T171,Product 171,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UgxR4L8zt,SHIPPED,EIHR,"6 Mar, 2024 8:48:52 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz172,hill station 172,"1st cross, Subbaiah Garden, Balagere Main Road, Varthur",,city 172,state 172,560087,IN,7585877129,No,₹100.00 ,SKU0001,B0ZFGJJF8T172,Product 172,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UgfP5MgJt,SHIPPED,EIHR,"6 Mar, 2024 8:55:03 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz173,hill station 173,Ranibandh near nagasthan,,city 173,state 173,826004,IN,8002067411,No,₹100.00 ,SKU0001,B0ZFGJJF8T173,Product 173,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
Un6YNr8mt,SHIPPED,EIHR,"6 Mar, 2024 8:57:51 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz174,hill station 174,"First Main Road, RA Puram",,city 174,state 174,600028,IN,9940534064,No,₹100.00 ,SKU0001,B0ZFGJJF8T174,Product 174,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UwdZyS8Nt,SHIPPED,EIHR,"6 Mar, 2024 9:18:04 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz175,hill station 175,Near P&G Gate number 02,,city 175,state 175,462046,IN,8109102326,No,₹100.00 ,SKU0001,B0ZFGJJF8T175,Product 175,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U19DbF8rt,SHIPPED,EIHR,"6 Mar, 2024 9:25:36 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz176,hill station 176,"St. Joseph hospital,Mariam Nagar, Meerut road,Nandgram, Ghaz",,city 176,state 176,201003,IN,8168187917,No,₹100.00 ,SKU0001,B0ZFGJJF8T176,Product 176,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
U3RYhVgnt,SHIPPED,EIHR,"6 Mar, 2024 9:43:18 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz177,hill station 177,"Bharathi Nagar, 1st Cross, Karuvadikuppam",,city 177,state 177,605008,IN,9940183783,No,₹100.00 ,SKU0001,B0ZFGJJF8T177,Product 177,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
UczmHc8nt,SHIPPED,EIHR,"6 Mar, 2024 9:45:54 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz178,hill station 178,"Shree Ananth Nagar Phase 1, Near 3rd cross Electronic city 2",,city 178,state 178,560100,IN,9620848000,No,₹100.00 ,SKU0001,B0ZFGJJF8T178,Product 178,1,,2.05933E+11,"6 Mar, 2024 11:27:42 AM IST"
U3R3b18Ht,SHIPPED,EIHR,"6 Mar, 2024 10:32:25 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz179,hill station 179,Greater Noida West,,city 179,state 179,201306,IN,9971598175,No,₹100.00 ,SKU0001,B0ZFGJJF8T179,Product 179,1,,3.40082E+11,"6 Mar, 2024 11:27:42 AM IST"
Uwpk9d8ct,SHIPPED,EIHR,"6 Mar, 2024 11:06:26 AM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz180,hill station 180,Ward no 6,,city 180,state 180,151202,IN,9041266512,No,₹100.00 ,SKU0001,B0ZFGJJF8T180,Product 180,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U1Scb28vt,SHIPPED,EIHR,"6 Mar, 2024 11:29:30 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz181,hill station 181,Between 7th And 8th Street,,city 181,state 181,700099,IN,7003035090,No,₹100.00 ,SKU0001,B0ZFGJJF8T181,Product 181,1,,2.05933E+11,"7 Mar, 2024 11:20:55 AM IST"
UVx7998tt,SHIPPED,EIHR,"6 Mar, 2024 11:36:47 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz182,hill station 182,Near marigold circle,,city 182,state 182,380058,IN,9998592829,No,₹100.00 ,SKU0001,B0ZFGJJF8T182,Product 182,1,,3.40084E+11,"7 Mar, 2024 9:48:31 AM IST"
UcC9yx8rt,SHIPPED,EIHR,"6 Mar, 2024 11:45:09 AM IST","6 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz183,hill station 183,THIRUMULLAIVAYAL,,city 183,state 183,600062,IN,9444620616,No,₹100.00 ,SKU0001,B0ZFGJJF8T183,Product 183,1,,3.40084E+11,"7 Mar, 2024 9:48:33 AM IST"
Uc7FD68wt,SHIPPED,EIHR,"6 Mar, 2024 1:32:36 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz184,hill station 184,Rajendra prasad home tatisilway,,city 184,state 184,835103,IN,8825114035,No,₹100.00 ,SKU0001,B0ZFGJJF8T184,Product 184,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
UCGjzr8ht,SHIPPED,EIHR,"6 Mar, 2024 1:46:54 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz185,hill station 185,buxidih road,,city 185,state 185,815301,IN,9430765224,No,₹100.00 ,SKU0001,B0ZFGJJF8T185,Product 185,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
UXLFrV8wt,SHIPPED,EIHR,"6 Mar, 2024 3:30:24 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz186,hill station 186,"Pipal wali gali, krishan pura",,city 186,state 186,132103,IN,8053388088,No,₹100.00 ,SKU0001,B0ZFGJJF8T186,Product 186,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
UXjL7q89t,SHIPPED,EIHR,"6 Mar, 2024 3:47:07 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz187,hill station 187,"Azad nagar,bhilwara",,city 187,state 187,311001,IN,7568748007,No,₹100.00 ,SKU0001,B0ZFGJJF8T187,Product 187,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
UGnPJk86t,SHIPPED,EIHR,"6 Mar, 2024 4:32:37 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz188,hill station 188,"Harihar Singh Road, Morabadi",,city 188,state 188,834008,IN,7909076395,No,₹100.00 ,SKU0001,B0ZFGJJF8T188,Product 188,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
UCk2J888t,SHIPPED,EIHR,"6 Mar, 2024 4:43:49 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz189,hill station 189,Digari kalla keshar colony jodhpur,,city 189,state 189,342015,IN,7424976029,No,₹100.00 ,SKU0001,B0ZFGJJF8T189,Product 189,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U3YYTR8Mt,SHIPPED,EIHR,"6 Mar, 2024 5:17:25 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz190,hill station 190,VYOMPRASTHA  GMS DEHRADUN,,city 190,state 190,248001,IN,9412940711,No,₹100.00 ,SKU0001,B0ZFGJJF8T190,Product 190,1,,1.59785E+11,"7 Mar, 2024 11:20:55 AM IST"
UNrdPz8nt,SHIPPED,EIHR,"6 Mar, 2024 6:03:03 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz191,hill station 191,"Gauntiapada, sarbhai",,city 191,state 191,768201,IN,9682550276,No,₹100.00 ,SKU0001,B0ZFGJJF8T191,Product 191,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U3vM6m8xt,SHIPPED,EIHR,"6 Mar, 2024 7:25:43 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz192,hill station 192,Jp road,,city 192,state 192,534202,IN,9600207703,No,₹100.00 ,SKU0001,B0ZFGJJF8T192,Product 192,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
Uw8ClK8St,SHIPPED,EIHR,"6 Mar, 2024 7:38:24 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz193,hill station 193,Udasar Gate,,city 193,state 193,334001,IN,9479397947,No,₹100.00 ,SKU0001,B0ZFGJJF8T193,Product 193,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
U6j7Wp8Nt,SHIPPED,EIHR,"6 Mar, 2024 8:00:27 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz194,hill station 194,Panathur Dinne,,city 194,state 194,560087,IN,9902065578,No,₹100.00 ,SKU0001,B0ZFGJJF8T194,Product 194,1,,3.40101E+11,"7 Mar, 2024 9:48:30 AM IST"
UNNslx8dt,SHIPPED,EIHR,"6 Mar, 2024 8:20:34 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz195,hill station 195,"Plot 45, Sector 56",,city 195,state 195,122011,IN,9871494433,No,₹100.00 ,SKU0001,B0ZFGJJF8T195,Product 195,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U14pCq8Jt,SHIPPED,EIHR,"6 Mar, 2024 8:45:53 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz196,hill station 196,"at- OLD RAUSAPATNA, PO - BUXI BAZAR",,city 196,state 196,753001,IN,9348254235,No,₹100.00 ,SKU0001,B0ZFGJJF8T196,Product 196,1,,3.40101E+11,"7 Mar, 2024 9:48:33 AM IST"
UJvDpM8Ct,SHIPPED,EIHR,"6 Mar, 2024 8:46:17 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz197,hill station 197,Khali Sahat near joshiyana pull,,city 197,state 197,229001,IN,9415954548,No,₹100.00 ,SKU0001,B0ZFGJJF8T197,Product 197,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
Ugm8Cj8rt,SHIPPED,EIHR,"6 Mar, 2024 8:56:21 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz198,hill station 198,Nh 10,,city 198,state 198,737134,IN,8768649614,No,₹100.00 ,SKU0001,B0ZFGJJF8T198,Product 198,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U6RggV88t,SHIPPED,EIHR,"6 Mar, 2024 9:23:40 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz199,hill station 199,Tripuri Town,,city 199,state 199,147001,IN,9914803695,No,₹100.00 ,SKU0001,B0ZFGJJF8T199,Product 199,1,,1.59785E+11,"7 Mar, 2024 11:20:55 AM IST"
UVxpqW8jt,SHIPPED,EIHR,"6 Mar, 2024 9:56:26 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_AIR,ATS_AIR,xyz200,hill station 200,"RV Post, Near MEDSOL Hospital",,city 200,state 200,560059,IN,9036743615,No,₹100.00 ,SKU0001,B0ZFGJJF8T200,Product 200,1,,2.05934E+11,"7 Mar, 2024 11:20:55 AM IST"
Unw8fW8Tt,SHIPPED,EIHR,"6 Mar, 2024 10:15:44 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz201,hill station 201,"Sastha Avenue, Vengaivasal",,city 201,state 201,600100,IN,9840297267,No,₹100.00 ,SKU0001,B0ZFGJJF8T201,Product 201,1,,3.40101E+11,"7 Mar, 2024 9:48:31 AM IST"
U3LQkvDLt,SHIPPED,EIHR,"6 Mar, 2024 11:37:16 PM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz202,hill station 202,,,city 202,state 202,140301,IN,7031701001,No,₹100.00 ,SKU0001,B0ZFGJJF8T202,Product 202,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
Uw2v3MDLt,SHIPPED,EIHR,"7 Mar, 2024 7:06:54 AM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz203,hill station 203,"Street No.-3, Sadatpur Ext., karawal nagar",,city 203,state 203,110094,IN,9911335871,No,₹100.00 ,SKU0001,B0ZFGJJF8T203,Product 203,1,,3.40101E+11,"7 Mar, 2024 9:48:32 AM IST"
UNrXdpDKt,SHIPPED,EIHR,"7 Mar, 2024 11:46:14 AM IST","7 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz204,hill station 204,Mangal mandir,,city 204,state 204,370201,IN,9727744038,No,₹100.00 ,SKU0001,B0ZFGJJF8T204,Product 204,1,,3.40103E+11,"7 Mar, 2024 9:48:33 AM IST"
U3CLS8Dht,SHIPPED,EIHR,"7 Mar, 2024 12:05:29 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz205,hill station 205,Baragada canal road,,city 205,state 205,751018,IN,8144667968,No,₹100.00 ,SKU0001,B0ZFGJJF8T205,Product 205,1,,3.4012E+11,"8 Mar, 2024 11:33:59 AM IST"
UJDydFDlt,SHIPPED,EIHR,"7 Mar, 2024 12:52:57 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz206,hill station 206,Bharwain Road,,city 206,state 206,146001,IN,9814296646,No,₹100.00 ,SKU0001,B0ZFGJJF8T206,Product 206,1,,3.4012E+11,"8 Mar, 2024 11:33:59 AM IST"
U1PslVDXt,SHIPPED,EIHR,"7 Mar, 2024 1:04:39 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz207,hill station 207,"Radha Krishna Chowk, Gali 6, Wazirabad",,city 207,state 207,110084,IN,7011673990,No,₹100.00 ,SKU0001,B0ZFGJJF8T207,Product 207,1,,3.4012E+11,"8 Mar, 2024 11:33:59 AM IST"
UV5qlCDht,SHIPPED,EIHR,"7 Mar, 2024 11:31:22 AM IST","8 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz208,hill station 208,"K-904, Sector 26, Pratap Nagar,Jaipur",,city 208,state 208,302033,IN,9599565640,No,₹100.00 ,SKU0001,B0ZFGJJF8T208,Product 208,1,,1.59789E+11,"8 Mar, 2024 11:33:59 AM IST"
U1gDCVDGt,SHIPPED,EIHR,"7 Mar, 2024 1:55:05 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_STANDARD,ATS_STANDARD,xyz209,hill station 209,"Varkala, Kappil near SNEP hall, sreeragam",,city 209,state 209,695311,IN,7736187658,No,₹100.00 ,SKU0001,B0ZFGJJF8T209,Product 209,1,,3.4012E+11,"8 Mar, 2024 11:33:59 AM IST"
U3N5gTD0t,SHIPPED,EIHR,"7 Mar, 2024 3:42:07 PM IST","8 Mar, 2024 2:00:00 PM IST",IPS_ATS_EXP,IPS_ATS_EXP,xyz210,hill station 210,"Vasant valley,khadakpada marg",,city 210,state 210,421301,IN,9373226000,No,₹100.00 ,SKU0001,B0ZFGJJF8T210,Product 210,1,,AW532920936IN,"8 Mar, 2024 11:33:59 AM IST"
Un2VZHDXt,SHIPPED,EIHR,"7 Mar, 2024 4:20:34 PM IST","8 Mar, 2024 2:00:00 PM IST",ATS_AFTERNOON,ATS_AFTERNOON,xyz211,hill station 211,Vikram Batra Gate,,city 211,state 211,151001,IN,9547490612,No,₹100.00 ,SKU0001,B0ZFGJJF8T211,Product 211,1,,1.59789E+11,"8 Mar, 2024 11:33:59 AM IST"
